beer_name,abv,isorganic,isretired,status,brewery,category_name,style_name,ibumin,ibumax,abvmin,abvmax,srmmin,srmmax,original_gravity,fgmin,fgmax,ibu
Torikumi,7.5,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,24
Wild Thang,5,N,N,verified,Portsmouth Brewery,North American Origin Ales,Ale,15,25,4,5,3,7,1.045,1.008,1.016,27
Cream Ale,5,N,N,verified,Laughing Dog Brewing,Hybrid/mixed Beer,Ale,10,22,4.2,5.6,2,5,1.044,1.004,1.01,12
Huckleberry Cream Ale,5.5,N,N,verified,Laughing Dog Brewing,Hybrid/mixed Beer,Ale,10,22,4.2,5.6,2,5,1.044,1.004,1.01,11.7
Jenny Scream Ale,5.3,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,10,22,4.2,5.6,2,5,1.044,1.004,1.01,15
Kilkenny Irish Cream Ale,4.3,N,N,verified,Guinness,Hybrid/mixed Beer,Ale,10,22,4.2,5.6,2,5,1.044,1.004,1.01,29
Nitro Orange Cream Ale,5.5,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Ale,10,22,4.2,5.6,2,5,1.044,1.004,1.01,15
Crank Tank Rye'd Ale,6.2,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Ale,10,25,3.8,5,9,22,1.036,1.004,1.016,14
Summer Rye,5.5,N,N,verified,Portsmouth Brewery,Hybrid/mixed Beer,Ale,10,25,3.8,5,9,22,1.036,1.004,1.016,20
Oxford Education,7.3,N,N,verified,Oskar Blues Brewery,British Origin Ales,Ale,15,25,4,5.5,13,25,1.04,1.008,1.014,16
Rye Barrel Aged Cubcrawler,6.4,N,N,verified,Jackalope Brewing Company,British Origin Ales,Ale,10,24,3.2,4,17,34,1.03,1.004,1.008,17
Beer Camp: Atlantic-Style Vintage Ale (2017),8.5,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,20,40,4.5,5.5,5,5,1.08,1.008,1.016,40
Golden Flash,5.7,N,N,verified,New Holland Brewing Company,British Origin Ales,Ale,20,40,4.5,5.5,5,5,1.04,1.008,1.016,20
Northdown,4.1,N,N,verified,Zero Gravity Craft Brewery,British Origin Ales,Ale,20,40,4.5,5.5,5,5,1.044,1.008,1.016,25
London Calling,3.2,N,N,verified,Zero Gravity Craft Brewery,British Origin Ales,Ale,10,20,3.2,4,8,17,1.03,1.004,1.008,20
Twisted Cedar,5.8,N,N,verified,New Holland Brewing Company,British Origin Ales,Ale,10,20,3.2,4,8,17,1.03,1.004,1.008,17
15th Anniversary Ale,10,N,N,verified,SweetWater Brewing Company,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,37
471 ESB - Extra Special Bitter,7.8,N,Y,verified,Breckenridge Brewery,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,55
Brown's Point ESB,5.6,N,N,verified,Harmon Brewing Company,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,33
CSB - How Dogs Say Hello,5.5,N,Y,verified,Laughing Dog Brewing,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,39
Earth Day EPA,5.2,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,30
ESB,5.5,Y,N,verified,Portsmouth Brewery,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,32
Extra ESB - Small Batch Series,7.8,N,N,verified,Breckenridge Brewery,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,38
Old Chico ESB,5.5,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,35
Southern Hemisphere Hopped ESB,6,N,N,verified,Oskar Blues Brewery,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,35
Well Built E.S.B.,7.8,N,N,verified,Breckenridge Brewery,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,31
Cask-Aid,5.5,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,30,45,4.8,5.8,8,14,1.046,1.01,1.016,40
All Colorado Apricot Wheat,5.5,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,10,35,3.8,5,2,10,1.036,1.004,1.016,19
Otra Vez,4.5,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,13
Otra Vez Gose With Lime & Agave,4.9,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,6
Trip In the Woods: Tequila-Barrel-Aged Otra Vez,7.5,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,9
Casper The Friendly Gose,5,N,N,verified,Jackalope Brewing Company,German Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,13
Hibiscus Strawberry Gose,4,Y,N,verified,Jackalope Brewing Company,German Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,14
Plum Gose,4.5,N,N,verified,Breckenridge Brewery,German Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,14
Sour Inc: Apple Rhubarb,4.5,N,N,verified,New Holland Brewing Company,German Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,15
Steady As She Gose,5.7,N,N,verified,Sierra Nevada Brewing Company,German Origin Ales,Ale,10,15,4.4,5.4,3,9,1.036,1.008,1.012,14
Ale Communication,7.8,N,N,verified,Zero Gravity Craft Brewery,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,63
Alejandro Tequila Barrel Aged Gubna,11,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,60
Blood Shot,8.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,64
Chardonnay Barrel G'Knight,8.7,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,69
Dank Tank Red Hot Mama,8.6,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,62
Fall Ball Red,8,N,N,verified,Harmon Brewing Company,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,56
G'Knight (Breckenridge Whiskey Barrel Aged),8.7,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,60
Imperial Red Ale - Beer Camp #65,8.1,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,60
Maillard's Odyssey,8.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.085,1.02,1.028,40
Rock Candy Hoppy Red,7.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,75
Unite Red IPA,4.7,Y,N,verified,Ballast Point Brewing Company,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,85
Wookie Down,7.6,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,82
Year of the Dog - Release #1,7.2,N,N,verified,Laughing Dog Brewing,North American Origin Ales,Ale,55,85,7.9,10.5,10,15,1.08,1.02,1.028,73
Pele (Brazilian Pale Ale),7.1,N,N,verified,New Holland Brewing Company,International Ale Styles,Ale,30,42,4.5,5.5,6,14,1.044,1.008,1.014,38
Runway IPA,6.2,N,N,verified,Last Name Brewing,International Ale Styles,Ale,30,42,4.5,5.5,6,14,1.063,1.008,1.014,50
Blue Ridge Red,6.3,N,N,verified,Sierra Nevada Brewing Company,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,37
Guinness Generous Ale,5.6,N,N,verified,Guinness,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,28
Harmon Killerbrew,7.6,N,N,verified,Harmon Brewing Company,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,20
Imperial Red Ale,7.6,N,N,verified,Harmon Brewing Company,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,25
Murphy's Law Red Ale,5,N,N,verified,Portsmouth Brewery,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,20
RIPA,5.9,N,N,verified,New Holland Brewing Company,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,24
Selkie,4.9,N,N,verified,Portsmouth Brewery,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,27
Shameless McDale,4.8,N,N,verified,Last Name Brewing,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.05,1.01,1.014,22
Smithwick's Premium Red Ale,4.5,N,N,verified,Guinness,Irish Origin Ales,Ale,20,28,4,4.5,11,18,1.04,1.01,1.014,27
Beer Camp 013: Old Cantankerous,6.6,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,30,65,6,9,12,30,1.058,1.014,1.03,41
Cold Nose Winter Ale,4.1,N,Y,verified,Laughing Dog Brewing,British Origin Ales,Ale,30,65,6,9,12,30,1.058,1.014,1.03,45
Old Ale,6.9,N,N,verified,Zero Gravity Craft Brewery,British Origin Ales,Ale,30,65,6,9,12,30,1.074,1.014,1.03,40
The Gimp,10.3,N,N,verified,SweetWater Brewing Company,British Origin Ales,Ale,30,65,6,9,12,30,1.058,1.014,1.03,42
Betsy's Revenge,4.5,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Ale,5,70,2.5,12,5,50,1.03,1.006,1.03,50
Great Pumpkin,5.5,N,N,verified,Dock Street Brewery,Hybrid/mixed Beer,Ale,5,70,2.5,12,5,50,1.03,1.006,1.03,33
Ichabod Pumpkin Ale,5.2,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Ale,5,70,2.5,12,5,50,1.05,1.006,1.03,26
Imperial Pumpkin,8,N,N,verified,Wachusett Brewing Company,Hybrid/mixed Beer,Ale,5,70,2.5,12,5,50,1.03,1.006,1.03,32
Jack-Ale-Lantern,8,N,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Ale,5,70,2.5,12,5,50,1.03,1.006,1.03,24
Pumpkin Chub,8,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,5,70,2.5,12,5,50,1.03,1.006,1.03,62
Black Shack Porter,5.3,N,N,verified,Wachusett Brewing Company,British Origin Ales,Ale,25,40,5,6.5,30,30,1.045,1.008,1.016,45
Porter Porter,7.5,N,Y,verified,Breckenridge Brewery,British Origin Ales,Ale,25,40,5,6.5,30,30,1.045,1.008,1.016,21
SweetWater Mean Joe Bean,8.5,N,N,verified,SweetWater Brewing Company,British Origin Ales,Ale,25,40,5,6.5,30,30,1.045,1.008,1.016,27
Audition - Rye Bock,7.2,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,47
CANfusion - Beer Camp Across America (2014),7.2,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.072,1.012,1.018,45
Crye Me A River,5.6,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,46
Guinness Rye Pale Ale,5,N,N,verified,Guinness,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,45
LowRYEder IPA,6.2,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,45
Red Ryeot,6.5,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,41
Reeb Rye'd PA,7,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,65
River Ryed Rye IPA,6,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,48
Rompo Red Rye Ale,5.6,N,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,29
Ryde Beer,5,N,N,verified,Wachusett Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,22
Rye Times,8.3,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,44
Ryeday the 13th,5.5,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,37
Session Rye,4.5,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,31
Shamrock'n Rye Ale,6.6,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,38
Two-Headed Ruthless Rye IPA,9.7,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.056,1.012,1.018,25
West Latitude Session Rye,5.5,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,20,70,6,7.5,30,40,1.049,1.012,1.018,55
Brewery Lane Series: Biacre De Garde,9,N,N,verified,Breckenridge Brewery,Belgian And French Origin Ales,Ale,20,30,4.5,8,8,16,1.06,1.012,1.024,26
GUARD de BEER,7,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,4.5,8,8,16,1.06,1.012,1.024,30
Port Barrel Aged Biere De Garde,10.2,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,4.5,8,8,16,1.06,1.012,1.024,15
Spanglish Fly,8,N,N,verified,Dock Street Brewery,Belgian And French Origin Ales,Ale,20,30,4.5,8,8,16,1.06,1.012,1.024,25
Trip In the Woods Biere De Garde,9.8,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,30,4.5,8,8,16,1.06,1.012,1.024,10
17th Saison,9,N,N,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,26
A Beer Named Sue,5.7,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.051,1.004,1.016,23
Blueberry Saison,6,Y,N,verified,Jackalope Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,36
Bobolink,6.7,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.052,1.004,1.016,25
Bonnaroo Brew,4.8,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,37
Brass & Blues,6.4,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,24
Centennial Saison,6,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,27
Coco Nuts,5,N,N,verified,Dock Street Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,30
Cool Breeze,4.9,N,N,verified,SweetWater Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,35
Das Bij,5.6,Y,N,verified,Jackalope Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,26
Eroica,7.4,N,N,verified,Lagunitas Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,10.8
Four Witches,7.3,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,39
Freedom Tickler,6.8,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,24
Golden Cap Saison Ale,6.25,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.065,1.004,1.016,21
Hoppy Saison,5,Y,N,verified,Jackalope Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,40
Hoppy Saison Mancrush,6.4,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,29
India Farmhouse Ale,7.4,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,29
Monkey King,5.6,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,23
Monkey King Saison Farmhouse Ale,6.6,N,N,verified,New Holland Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,25
Nooice,6.2,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,30
Oh Saisonna,8.3,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,28
Ovila Abbey Saison,7.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,24
Ovila Abbey Saison (w/ Mandarin Oranges and Peppercorns),7.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,24
Ovila Wood-Aged Saison,7.8,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,39
Saison Dans La Maison,5.6,Y,N,verified,Portsmouth Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,20
Salted Grapefruit Farmhouse Ale,5.2,N,N,verified,Breckenridge Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,36
Sans Souci,5.9,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,30
Say Sean Huell Melon Dry Hopped Saison,4,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,24
Stone Cold Peach,5.6,Y,N,verified,Jackalope Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,30
Sugarshack Saison,5.1,N,N,verified,Portsmouth Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,15
Tickled Pink,6.6,N,N,verified,Oskar Blues Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,25
Why Not?,6.5,N,N,verified,Sierra Nevada Brewing Company,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,37
Winter Saison,5.3,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,23
Juhlia,7.2,N,N,verified,Zero Gravity Craft Brewery,Belgian And French Origin Ales,Ale,20,40,4.5,8.5,4,14,1.055,1.004,1.016,27
Audition - Scotch Ale,7.3,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,28
Blantons Barrel Aged Scotch Ale,11.3,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,26
Buffalo Trace Aged Scotch Ale,11.1,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,32
Davey Murray's Best Scotch Ale,9.5,N,N,verified,Lagunitas Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,52
Eagle Rare Barrel Aged Scotch Ale,11.3,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,28
Hairy Highlander,6.1,Y,N,verified,Jackalope Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,34
Maple Scotch-Style Ale,7.3,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.071,1.016,1.028,43
Old Chub,8,N,N,verified,Oskar Blues Brewery,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,25
Old Chub Nitro,8,N,N,verified,Oskar Blues Brewery,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,25
Scotch-Style Ale,7.3,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,30
Trip In The Woods,9.6,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,31
Trip in the Woods: Maple Scotch,9.8,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,28
Winter Ale,6.1,N,N,verified,Wachusett Brewing Company,British Origin Ales,Ale,25,35,6.2,8,15,30,1.072,1.016,1.028,23
Gingerbread Old Chub,8,N,N,verified,Oskar Blues Brewery,British Origin Ales,Ale,12,20,3.5,4,10,19,1.035,1.01,1.014,32
Tater Ridge - Beer Camp Across America (2014),7,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,12,20,3.5,4,10,19,1.072,1.01,1.014,35
30th Anniversary - Grand Cru,9.2,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,30,65,7,11,8,21,1.06,1.014,1.04,39
35th Anniversary  - Brewer's Reserve,8,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Ale,30,65,7,11,8,21,1.06,1.014,1.04,52
G'Knight Imperial Red IPA,8.7,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Ale,30,65,7,11,8,21,1.06,1.014,1.04,63
Kings Dish,6.8,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Ale,30,65,7,11,8,21,1.06,1.014,1.04,55
Little Bohemia,5.3,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Ale,30,65,7,11,8,21,1.06,1.014,1.04,32
New Holland Brewing 20th Anniversary Ale,20,N,N,verified,New Holland Brewing Company,British Origin Ales,Ale,30,65,7,11,8,21,1.06,1.014,1.04,0
Born Again Yesterday,7.5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,35,70,4.4,5.4,6,14,1.065,1.008,1.014,55
Celebration Ale,6.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,35,70,4.4,5.4,6,14,1.065,1.008,1.014,65
Fresh Hop - Mountain Series,6.2,N,N,verified,Breckenridge Brewery,North American Origin Ales,Ale,35,70,4.6,5.4,6,14,1.046,1.008,1.014,57
Fusion 26,6.65,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Ale,35,70,4.4,5.7,6,14,1.05,1.008,1.014,38
Harvest Fresh Hop IPA - Southern Hemisphere Harvest,6.7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,35,70,4.2,5.9,6,14,1.068,1.008,1.014,67
Harvest Wet Hop IPA - Northern Hemisphere Harvest,6.7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,35,70,4.9,6.2,6,14,1.068,1.008,1.014,67
Hop Dog Fresh Hop Pale,5.6,N,N,verified,Laughing Dog Brewing,North American Origin Ales,Ale,35,70,4.6,5.8,6,14,1.049,1.008,1.014,34.4
Hop Hunter IPA,6.2,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Ale,35,70,4.2,6.7,6,14,1.057,1.008,1.014,60
Hopivore,5.84,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,35,70,5.8,5.3,6,14,1.061,1.008,1.014,55.5
Michigan Wet-Hopped Harvest Ale,7.6,N,N,verified,New Holland Brewing Company,North American Origin Ales,Ale,35,70,5.1,7,6,14,1.047,1.008,1.014,70
Agave Wheat,5.9,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,19
Chernigivske White,5,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,28
Crank Tank,5.8,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,25
D07,8.5,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,12
Fandom Ale Fusion XXXIX,5.5,N,N,verified,Lagunitas Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,50
Grass Monkey,5.4,N,N,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,35
Hopfenweisse,5.7,N,N,verified,Zero Gravity Craft Brewery,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,21
Irish Wheat,5.3,N,N,verified,Guinness,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,31
Ophelia,6.6,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Ale,10,35,3.8,5,2,10,1.036,1.004,1.016,35
Rye Hatter,6.12,N,N,verified,New Holland Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.059,1.006,1.018,60
Summer Ale,4.7,N,N,verified,Wachusett Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.8,5,2,10,1.036,1.004,1.016,11
Summer Session,5,N,N,verified,Dock Street Brewery,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,33
Sun Dog Amber Wheat,5.3,N,N,verified,Anheuser-Busch InBev,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,10
SweetWater SchWheat,4.9,N,Y,verified,SweetWater Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,15
Tequila Barrel-Aged Ophelia,6.6,N,N,verified,Breckenridge Brewery,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,23
Unfiltered Wheat Beer,4.4,N,N,verified,Sierra Nevada Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,29
Wet Hopped American Summer,4.8,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Ale,10,35,3.5,5.5,4,10,1.036,1.006,1.018,35
